country_of_origin,farm_name,lot_number,mill,ico_number,company,altitude,region,producer,number_of_bags,bag_weight,in-country_partner,harvest_year,grading_date,owner,variety,status,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,overall,defects,total_cup_points,moisture,category_one_defects,quakers,color,category_two_defects,expiration,certification_body,certification_address,certification_contact,bean_type,mouthfeel,uniform_cup,bitter_and_sweet,salt_and_acid,fragrance_and_aroma
Vietnam,NÔNG TRẠI CÀ PHÊ CHÍN EA TÂN,1,CT COFFEE VN,,Vietnam Coffee & Tea Import Export Joint Stock Company,860,"Thôn Quang Trung, xã Ea Tân, Huyện Krong Năng, Tỉnh Đăk Lăk",CT COFFEE VN,10,30.0,STONE VILLAGE LAB VIETNAM,2024 / 2025,2025-07-01,CT Coffee VN,,Completed,Natural Anaerobic Deep Fermentation,,8.17,8.08,,,8.0,,10,,8.08,0,84.75,0.11699999999999999,0.0,1,Yellowish,0.0,2026-07-01,STONE VILLAGE LAB VIETNAM,THỊ TRẤN MĂNG ĐEN,STONE VILLAGE LAB VIETNAM - 0966005189,robusta,8.0,10.0,8.0,8.08,8.33
Vietnam,Công ty TNHH Cà phê Chất Lượng Cao Lâm Hà,R702,Công ty TNHH Cà phê Chất Lượng Cao Lâm Hà,,CONG TY TNHH CA PHE CHAT LUONG CAO LAM HA,980-1100,"Hoài Đức, Lâm Hà, Lâm Đồng",Nguyễn Hải Duyên Anh,60,1.0,HQJ Coffee School,2024 / 2025,2025-07-09,CONG TY TNHH CA PHE CHAT LUONG CAO LAM HA,Búp tím,Completed,Natural / Dry,,8.25,7.92,,,7.92,,10,,8.08,0,84.67,0.11,0.0,0,Green,0.0,2026-07-09,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,8.08,10.0,8.17,8.0,8.25
Thailand,Tha Khien Farm,2025,HH Dry Mill,,Horizon Harvest,800-900,"Mae Kha Ning, Wiang Sa, Nan",Khien,1,20.0,Specialty Coffee Institute of Thailand,2025,2025-08-26,Chawanrat Tengtriratana,Robusta,Completed,Natural / Dry,,8.0,8.0,,,8.17,,10,,8.17,0,84.42,0.106,0.0,0,Green,1.0,2026-08-26,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",robusta,8.17,10.0,8.08,8.25,7.58
Vietnam,Công ty TNHH MTV Rẫy Rừng,R105,Công ty TNHH MTV Rẫy Rừng,,Ray Rung Limited Company,1400,"Thôn Đắk Bờ Rồ, Xã Đắk Tăng, Huyện Kon Plông, Tỉnh Kon Tum",Bùi Lê Băng,1500,1.0,HQJ Coffee School,2024 / 2025,2025-07-09,Thang Ho Hoang Minh,Mix,Completed,Natural / Dry,,8.0,7.83,,,8.0,,10,,8.17,0,84.42,0.11,0.0,0,Green,0.0,2026-07-09,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,8.0,10.0,8.08,8.17,8.17
Vietnam,Công ty TNHH MEGARDEN COFFEE,R357,Công ty TNHH MEGARDEN COFFEE,,MeGarden Coffee,590,"Thôn 4, Xã Đắk Miu, TP Gia Nghĩa, Đắk Nông",Vũ Thành An,6000,1.0,HQJ Coffee School,2024 / 2025,2025-07-09,MeGarden Coffee,Mix,Completed,Natural / Dry,,8.0,8.0,,,8.0,,10,,8.08,0,84.42,0.11,0.0,0,Green,0.0,2026-07-09,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,8.08,10.0,8.17,8.0,8.08
Vietnam,Soul Fine Robusta,R358,Soul Fine Robusta,,"Songlinh Co., Ltd",600-650,Đắk Lắk,Hứa Tiểu Linh,10000,1.0,HQJ Coffee School,2024 / 2025,2025-07-09,SOUL FINE ROBUSTA Vietnam,Xanh lùn,Completed,Natural / Dry,,8.17,7.83,,,7.83,,10,,8.08,0,84.33,0.11,0.0,0,Green,0.0,2026-07-09,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,7.92,10.0,8.0,8.17,8.33
Thailand,LMJB Farm,1,Dry,,LMJB,70,Thasae Chumpon,Panuwat Kimsia,1,10.0,Specialty Coffee Institute of Thailand,2024,2024-10-29,Panuwat Kimsia,Catimor,Completed,Natural / Dry,,8.08,8.08,,,7.92,,10,,7.92,0,84.17,0.10800000000000001,0.0,0,yellow-green,0.0,2025-10-29,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",robusta,7.83,10.0,8.0,8.08,8.25
Vietnam,Carabu Farm,R03,23 nguyen cư trinh,,"carabu coffee. co., ltd",500,Buon Ma Thuot City,Carabu,60,25.0,Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),2023 / 2024,2024-10-29,CARABU COFFEE,Blue Mountain,Completed,Natural / Dry,,8.08,8.0,,,7.92,,10,,8.0,0,84.08,0.11900000000000001,0.0,0,Yellowish,0.0,2025-10-29,Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),"1 G Dinh Bo Linh Street, 15 ward, Binh Thanh District, Ho Chi Minh City","Hai,Tran Quang. - 84 8 98 967 8708",robusta,7.83,10.0,8.08,7.92,8.25
Vietnam,"Song Linh Co., Ltd",7,Song Linh,,"Songlinh Co., Ltd",650,"Buon Ma Thuot, Dak Lak",Soul Fine Robusta,20,60.0,HQJ Coffee School,2024 / 2025,2025-04-07,SOUL FINE ROBUSTA Vietnam,,Completed,Natural anaerobic,,8.08,8.0,,,8.0,,10,,7.92,0,84.08,0.129,0.0,0,Green,0.0,2026-04-07,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,8.0,10.0,7.92,8.0,8.17
Thailand,gem forest coffee (Num meet),#120224,gem forsest coffee,,"Gemforest coffee LTD.,Part.",450,Nan,Wanwisa Jordan,1,10.0,Specialty Coffee Institute of Thailand,2024,2024-10-29,Wanwisa Jordan,,Completed,Natural / Dry,,8.0,7.83,,,8.08,,10,,8.08,0,84.0,0.10400000000000001,0.0,0,yellow-green,0.0,2025-10-29,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",robusta,8.08,10.0,7.83,8.0,8.08
Vietnam,"Song Linh Co., Ltd",6,Song Linh,,"Songlinh Co., Ltd",650,"Buon Ma Thuot, Dak Lak",Soul Fine Robusta,19,60.0,HQJ Coffee School,2024 / 2025,2025-04-07,SOUL FINE ROBUSTA Vietnam,,Completed,Pulped natural / honey,,7.92,8.0,,,8.0,,10,,8.0,0,83.92,0.106,0.0,0,Green,1.0,2026-04-07,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,7.83,10.0,8.08,8.17,7.92
Vietnam,Công ty Lan Sơn Lâm Đồng,01,Dry mill,,LAN SON LAM DONG COMPANY LIMITED,900,"Hoài Đức, Lâm Hà, Lâm Đồng",Lê Quang Tuấn,13,60.0,HQJ Coffee School,2020 / 2021,2025-04-07,LE QUANG TUAN,Robusta,Completed,Natural / Dry,,8.08,8.08,,,8.0,,10,,7.92,0,83.92,0.109,0.0,0,Green,0.0,2026-04-07,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,8.0,10.0,7.83,8.0,8.0
Thailand,Huay Mai Hang Farm,2567/001,Jangki Coffee Company,,Jangki Coffee,900,ตาก,Athit Sengtow,1,10.0,Specialty Coffee Institute of Thailand,2023 / 2024,2024-10-29,Athit Sangtow,Robusta,Completed,Natural / Dry,,8.0,8.0,,,7.83,,10,,8.0,0,83.75,0.114,0.0,0,yellowish,0.0,2025-10-29,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",robusta,7.92,10.0,7.92,7.92,8.17
Vietnam,FiRo Group,FiRo anaerobic Natural 24/25,Fine Robusta Vietnam,,Fine Robusta Vietnam,500-600,Gia Lai,Fine Robusta Vietnam,5150,60.0,HQJ Coffee School,2024 / 2025,2025-04-07,FiRo Academy,Heirloom,Completed,Anaerobic Natural,,7.83,7.83,,,8.0,,10,,8.0,0,83.75,0.131,0.0,0,Green,1.0,2026-04-07,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,8.0,10.0,8.08,8.08,7.92
Thailand,Community enterprise of farmers group Nam Phang Subdistrict,1,Cleaning,,Community enterprise of farmers group Nam Phang Subdistrict,579,Nan,Pawonwich Khamhom,1,8.0,Specialty Coffee Institute of Thailand,2024 / 2025,2025-08-26,Pawonwich Khamhom,,Completed,Natural / Dry,,8.08,7.92,,,7.83,,10,,8.0,0,83.58,0.11199999999999999,0.0,0,Yellow-Green,3.0,2026-08-26,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",robusta,7.67,10.0,8.0,7.92,8.17
Thailand,"Yang Hak Coffee and Fruit Growers Agricultural Cooperative Co., Ltd.",2024/1,Dry Mill,,"Yang Hak Coffee and Fruit Growers Agricultural Cooperative Co., Ltd.",170,"Yanghak , Paktho , Ratchaburi","Yang Hak Coffee and Fruit Growers Agricultural Cooperative Co., Ltd.",4,2.0,Specialty Coffee Institute of Thailand,2023 / 2024,2024-10-29,Benjaphorn Phumkanao,Robusta,Completed,Natural / Dry,,8.17,7.92,,,7.75,,10,,8.0,0,83.58,0.11599999999999999,0.0,0,yellow-green,2.0,2025-10-29,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",robusta,7.92,10.0,7.83,8.0,8.0
Vietnam,Tamba company,TAMBA 01 HONEY YELLOW,dry mill,,Tamba company,700-900,Gia Lai,Tamba company,166,60.0,STONE VILLAGE LAB VIETNAM,2024 / 2025,2025-05-22,LUU VINH QUANG,ROBUSTA,Completed,Pulped natural / honey,,7.75,8.0,,,8.0,,10,,8.0,0,83.5,0.11699999999999999,0.0,0,Green,1.0,2026-05-22,STONE VILLAGE LAB VIETNAM,THỊ TRẤN MĂNG ĐEN,STONE VILLAGE LAB VIETNAM - 0966005189,robusta,8.08,10.0,7.92,7.92,7.83
Vietnam,LIKEFARM,R556,LIKEFARM,,Hợp tác xã Liên Kết,950,"Lâm Hà, Lâm Đồng",Mai Nguyễn Quốc Thắng,10000,1.0,HQJ Coffee School,2024 / 2025,2025-08-18,Mai Nguyen Quoc Thang,TR4,Completed,Pulped natural / honey,,8.0,7.92,,,7.92,,10,,7.92,0,83.5,0.11,0.0,0,Green,0.0,2026-08-18,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,8.0,10.0,8.0,7.92,7.83
Vietnam,Gaia Farms,221142,Hulling Facility,,Brew Baby Coffee Company,5400,"Lam Dong Province, Vietnam",Viet Coffee Company Limited,1,1.0,Firedancer Coffee Consultants,2024 / 2025,2025-04-08,Brew baby Coffee Company,Catimor,Completed,Natural / Dry,,7.92,7.75,,,8.0,,10,,7.92,0,83.5,0.09300000000000001,0.0,0,Yellowish,0.0,2026-04-08,Firedancer Coffee Consultants,"165 Commerce Drive, Ste 103",Firedancer Coffee Consultants -,robusta,8.08,10.0,8.17,7.75,7.92
Thailand,Phutawan,-,-,-,Phutawan,175,Continenta Southeast Asia,-,1,10.0,Specialty Coffee Institute of Thailand,2023 / 2024,2024-10-29,Ritichai,,Completed,Natural / Dry,,8.17,7.92,,,7.83,,10,,8.0,0,83.5,0.111,0.0,0,yellowish,0.0,2025-10-29,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",robusta,7.75,10.0,7.83,7.75,8.25
Thailand,Robusta nanoi coffee,1,Dry,,Robusta nanoi coffee,350,nanoi,Phap Kaewphirom,1,10.0,Specialty Coffee Institute of Thailand,2022 / 2023,2024-10-29,Phap Kaewphirom,,Completed,Natural / Dry,,7.92,7.67,,,7.83,,10,,7.92,0,83.5,0.109,0.0,0,brownish,1.0,2025-10-29,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",robusta,7.92,10.0,8.0,8.17,8.08
Vietnam,Nghĩa Farm,R763,Nghĩa Farm,,nghiafarm,880,Thôn 5 - Xã Nghĩa Hưng - Huyện Chư Pah - Tỉnh Gia Lai,Nguyễn Thị Thu Thảo,10000,1.0,HQJ Coffee School,2024 / 2025,2025-08-18,Nguyen Thi Thu Thao,TR4,Completed,Washed / Wet,,7.92,7.75,,,7.92,,10,,8.0,0,83.42,0.11,0.0,0,Green,0.0,2026-08-18,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,7.92,10.0,8.0,7.92,8.0
Vietnam,8Ro Company,R405,8Ro Company,,8RoCompany,800,"Quảng Tín, Đăk Rlấp, Đắk Nông",Đinh Tiên Bảo San,25000,1.0,HQJ Coffee School,2024 / 2025,2025-08-18,Đinh Tiên Bảo San,Mix,Completed,Natural / Dry,,7.92,7.83,,,7.83,,10,,7.92,0,83.42,0.11,0.0,0,Green,0.0,2026-08-18,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,7.83,10.0,7.92,7.92,8.25
Vietnam,TAMBA COFFEE FARM,R975,TAMBA COFFEE FARM,,Tamba company,880,"Chư Pah, Gia Lai",Bùi Thanh Thúy Vy,142000,1.0,HQJ Coffee School,2024 / 2025,2025-08-18,LUU VINH QUANG,TR4,Completed,Pulped natural / honey,,8.0,7.92,,,7.92,,10,,7.83,0,83.33,0.11,0.0,0,Green,0.0,2026-08-18,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,7.83,10.0,7.83,7.92,8.08
Thailand,Uncle Kian Robusta Farm,1,Horizon Harvest,,Horizon Harvest,330,"Wiang Sa, Nan, Thailand",Horizon Harvest,1,20.0,Specialty Coffee Institute of Thailand,2023 / 2024,2024-10-29,Chawasit Tengtrairatana,robusta,Completed,Natural / Dry,,8.08,7.75,,,7.83,,10,,7.83,0,83.33,0.11599999999999999,0.0,0,Green,5.0,2025-10-29,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",robusta,7.75,10.0,7.92,8.17,8.0
Vietnam,PHUOC FARM,NA2,dry mill,,stone village lab,820-830,Gia Lai,PHUOC FARM,2,2.0,STONE VILLAGE LAB VIETNAM,2024 / 2025,2025-09-29,NGUYEN VAN HOA,ROBUSTA,Completed,Natural / Dry,,7.92,7.83,,,7.92,,10,,7.92,0,83.33,0.121,0.0,0,Blue-Green,0.0,2026-09-29,STONE VILLAGE LAB VIETNAM,THỊ TRẤN MĂNG ĐEN,STONE VILLAGE LAB VIETNAM - 0966005189,robusta,7.92,10.0,7.92,7.92,8.0
Vietnam,X - Robusta,1,Dry Mill,,Công ty TNHH Đầu Tư và Phát Triển FAMEKA,700,"Gia Lai, Viet Nam",Công ty TNHH Đầu Tư và Phát Triển FAMEKA,1,2.0,Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),2024 / 2025,2025-05-22,HOANG THUY,,Completed,Natural / Dry,,7.92,7.83,,,7.83,,10,,7.83,0,83.25,0.11,0.0,0,Yellow-Green,2.0,2026-05-22,Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),"1 G Dinh Bo Linh Street, 15 ward, Binh Thanh District, Ho Chi Minh City","Hai,Tran Quang. - 84 8 98 967 8708",robusta,7.83,10.0,7.83,7.83,8.33
Vietnam,EaTan Cooperative,H1,Dry,,SIMEXCO DAKLAK LTD,850,Đắk Lắk,Hợp tác xã Ea Tân,28,60.0,STONE VILLAGE LAB VIETNAM,2024 / 2025,2025-09-29,Simexco DakLak,Tr9,Completed,Pulped natural / honey,,7.83,7.92,,,7.92,,10,,7.92,0,83.25,0.12,0.0,0,Blue-Green,0.0,2026-09-29,STONE VILLAGE LAB VIETNAM,THỊ TRẤN MĂNG ĐEN,STONE VILLAGE LAB VIETNAM - 0966005189,robusta,8.0,10.0,7.92,7.75,8.0
Vietnam,NGON AVATAR,HN01,dry mill,,stone village lab,800,Gia Lai,NGON AVATAR,2,2.0,STONE VILLAGE LAB VIETNAM,2024 / 2025,2025-09-29,NGUYEN VAN HOA,TR4,Completed,Pulped natural / honey,,7.83,7.75,,,7.92,,10,,8.0,0,83.25,0.12,0.0,0,Green,0.0,2026-09-29,STONE VILLAGE LAB VIETNAM,THỊ TRẤN MĂNG ĐEN,STONE VILLAGE LAB VIETNAM - 0966005189,robusta,7.92,10.0,7.92,7.92,8.0
Indonesia,Yogi Kurniawan,634,Yes,400067,Yogi Kurniawan,1300,Central Java,Yogi Kurniawan,1,50.0,EKATA COFFEE CENTER,2020 / 2021,2025-10-13,shameel,Santos,Completed,Natural / Dry,,7.92,7.67,,,8.0,,10,,7.92,0,83.17,0.12300000000000001,0.0,0,greenish,2.0,2026-10-13,EKATA COFFEE CENTER,"321/1, SIRAGUNDA VILLAGE, KASABA HOBLI, MUGTHIHALLI, CHIKKAMAGALURU, KARNATAKA, 577101",Shameel CP // Vivek Kolathai - +919995959888. - +919746845248,robusta,8.0,10.0,8.25,7.67,7.75
Vietnam,Tamba company,TAMBA NATURAL FERMENTED,dry mill,,Tamba company,700-900,Gia Lai,Tamba company,16,60.0,STONE VILLAGE LAB VIETNAM,2024 / 2025,2025-05-22,LUU VINH QUANG,ROBUSTA,Completed,Natural / Dry,,7.83,7.92,,,7.83,,10,,7.83,0,83.17,0.114,0.0,0,Green,0.0,2026-05-22,STONE VILLAGE LAB VIETNAM,THỊ TRẤN MĂNG ĐEN,STONE VILLAGE LAB VIETNAM - 0966005189,robusta,7.92,10.0,7.92,8.08,7.83
Thailand,Suwan Padtaisong,1,"Prasatyooyen Ltd. 14°37'47.5""N 103°24'07.3""E",,Prasatyooyen Ltd.,200-476,surin,Treerat Trakoonudomporn,1,2.0,SOCOF Lab,2025,2025-05-29,Treerat Trakoonnudomporn,,Completed,Natural / Dry,,8.08,8.08,,,7.83,,10,,7.75,0,83.08,0.10800000000000001,0.0,0,Brownish,1.0,2026-05-29,SOCOF Lab,"(Ministry of Roasters)199 Chang Moi , Mueng Chiang Mai, 53000 Thailand",Anuwat Kobnampetch - whatsapp +66 925524446,robusta,7.58,10.0,7.92,7.83,8.0
Vietnam,Bình Đông Farm,R518,Bình Đông Farm,,Binh Dong,900,"Bảo Lâm, Lâm Đồng",Doanh nghiệp tư nhân Trà - Cà Phê Bình Đông,500000,1.0,HQJ Coffee School,2024 / 2025,2025-08-18,BinhDongFarm,"TR138, xanh lùn, đọt tía",Completed,Washed / Wet,,7.92,7.83,,,7.83,,10,,7.83,0,83.08,0.11,0.0,0,Green,0.0,2026-08-18,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,7.83,10.0,7.92,8.0,7.92
Vietnam,Bình Đông Farm,R136,Bình Đông Farm,,Binh Dong,900,"Bảo Lâm, Lâm Đồng",Doanh nghiệp tư nhân Trà - Cà Phê Bình Đông,500000,1.0,HQJ Coffee School,2024 / 2025,2025-08-18,BinhDongFarm,TR138 - High quality,Completed,Washed / Wet,,7.92,7.83,,,7.83,,10,,7.83,0,83.0,0.11,0.0,0,Green,0.0,2026-08-18,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,7.83,10.0,8.0,7.92,7.83
Vietnam,Bình Đông Farm,R531,Bình Đông Farm,,Binh Dong,900,"Bảo Lâm, Lâm Đồng",Doanh nghiệp tư nhân Trà - Cà Phê Bình Đông,500000,1.0,HQJ Coffee School,2024 / 2025,2025-08-18,BinhDongFarm,Xanh lùn - Premium,Completed,Washed / Wet,,7.83,7.83,,,7.92,,10,,7.92,0,83.0,0.11,0.0,0,Green,0.0,2026-08-18,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,robusta,7.92,10.0,7.83,7.92,7.83
Vietnam,Suối Ngang Coffee,Thôn Đắk Kim xã Đắk Lao huyện Đắk Mil tỉnh Đắk Nông,Suối Ngangcoffee,,TAI DUC SERVICE AND TRADING COMPANY LIMITED,650,Thôn Đắk Kim xã Đắk Lao huyện Đắk Mil tỉnh Đắk Nông,Suối Ngang Coffee,2,1.0,STONE VILLAGE LAB VIETNAM,2024 / 2025,2025-05-19,suoingangcoffee,"Giống hỗn hợp (TR4, sẻ, dây)",Completed,Pulped natural / honey,,7.83,7.75,,,7.83,,10,,7.83,0,82.83,0.124,0.0,0,Blue-Green,0.0,2026-05-19,STONE VILLAGE LAB VIETNAM,THỊ TRẤN MĂNG ĐEN,STONE VILLAGE LAB VIETNAM - 0966005189,robusta,8.0,10.0,7.92,7.92,7.75
Vietnam,Future Farm,Robusta full washed - Future Farm 2025,Dry Mill,,FUTURE COFFEE FARM -VIỆT NAM,800 - 900,Bảo Lộc - Lâm Đồng,Nguyễn Văn Tới,20,50.0,STONE VILLAGE LAB VIETNAM,2024 / 2025,2025-08-07,NGUYEN VAN TOI,138,Completed,Washed / Wet,,7.83,7.83,,,7.83,,10,,7.83,0,82.67,0.11599999999999999,0.0,0,Green,0.0,2026-08-07,STONE VILLAGE LAB VIETNAM,THỊ TRẤN MĂNG ĐEN,STONE VILLAGE LAB VIETNAM - 0966005189,robusta,7.92,10.0,7.83,7.83,7.75
Thailand,Bahoi Estate,B,Dry Mill,,Innovative Coffee,200,Songkhla,Sabayoi Coffee Processing Community Enterprise,1,2.0,Specialty Coffee Institute of Thailand,2024 / 2025,2025-06-11,Innovative Coffee,,Completed,Natural / Dry,,7.75,7.83,,,7.83,,10,,7.83,0,82.67,0.08800000000000001,0.0,0,Yellow-Green,0.0,2026-06-11,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",robusta,7.83,10.0,7.92,7.83,7.83
Vietnam,Thanh An coffe fram,1,green bean,,công ty tnhh mtv trà và cà phê thanh an,840,"bảo lộc, lâm đồng, việt nam",Vũ Động Lực,5,60.0,Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),2024 / 2025,2025-04-07,vũ động lực,TAF038,Completed,Natural / Dry,,8.08,7.75,,,7.75,,10,,7.75,0,82.67,0.11199999999999999,0.0,0,Brownish,1.0,2026-04-07,Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),"1 G Dinh Bo Linh Street, 15 ward, Binh Thanh District, Ho Chi Minh City","Hai,Tran Quang. - 84 8 98 967 8708",robusta,7.67,10.0,7.67,7.67,8.33
